order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
18711,1839,85,Pasta,2025-03-01,22:27:00,Delivered,1146.07
18712,270,224,Roll,2024-11-07,12:55:00,Completed,158.52
18713,1609,196,Fried Rice,2024-05-06,14:40:00,Completed,287.73
18714,2653,106,Chicken Biryani,2025-01-11,16:08:00,Completed,1201.75
18715,4976,4,Momos,2024-03-15,20:33:00,Completed,1349.42
18716,4203,198,Noodles,2024-12-22,09:54:00,Delivered,1398.42
18717,3233,36,Burger,2024-02-16,07:05:00,Delivered,913.53
18718,2971,59,Chicken Biryani,2024-11-06,19:27:00,Delivered,449.21
18719,3012,103,Burger,2025-05-05,09:52:00,Delivered,1047.22
18720,2017,218,Sandwich,2024-10-08,08:03:00,Delivered,127.34
18721,636,201,Dosa,2024-11-22,11:07:00,Completed,1462.23
18722,3436,178,Chicken Biryani,2024-08-04,15:56:00,Completed,622.32
18723,2443,75,Paneer Butter Masala,2024-03-04,09:07:00,Delivered,1320.35
18724,408,224,Chicken Biryani,2025-01-10,17:32:00,Delivered,465.5
18725,2884,148,Veg Biryani,2024-08-13,23:39:00,Completed,155.28
18726,3748,32,Noodles,2025-04-22,19:19:00,Completed,1088.11
18727,3810,275,Fried Rice,2024-02-22,09:24:00,Delivered,985.56
18728,561,213,Burger,2024-01-16,17:01:00,Delivered,237.87
18729,2599,60,Salad,2025-04-18,23:36:00,Delivered,343.13
18730,4400,224,Paneer Butter Masala,2024-06-27,03:26:00,Delivered,814.0
18731,469,163,Idli,2025-03-18,08:55:00,Completed,792.39
18732,4428,122,Sandwich,2024-10-07,21:58:00,Delivered,895.18
18733,3137,225,Dosa,2024-10-13,11:00:00,Delivered,1178.84
18734,897,108,Pizza,2024-07-14,23:40:00,Completed,1014.47
18735,430,228,Noodles,2025-02-06,15:31:00,Delivered,1440.12
18736,64,67,Burger,2024-07-21,19:45:00,Completed,352.19
18737,2921,206,Paneer Butter Masala,2025-04-03,20:40:00,Delivered,1246.14
18738,1435,297,Salad,2025-02-23,01:13:00,Delivered,585.29
18739,4574,1,Burger,2024-07-29,00:12:00,Completed,330.13
18740,2920,285,Salad,2024-07-29,22:21:00,Delivered,305.71
18741,147,276,Fried Rice,2024-04-18,23:03:00,Delivered,309.23
18742,4840,28,Noodles,2024-02-06,04:19:00,Completed,1034.97
18743,4014,175,Pasta,2025-01-25,07:44:00,Delivered,918.14
18744,4690,111,Pizza,2024-12-19,04:17:00,Completed,1450.63
18745,880,190,Dosa,2024-07-05,13:04:00,Delivered,374.52
18746,4481,108,Thali,2024-08-10,19:29:00,Delivered,1379.88
18747,645,190,Noodles,2025-06-09,16:39:00,Completed,1496.99
18748,2271,6,Dosa,2025-05-18,18:21:00,Completed,849.61
18749,1259,251,Paneer Butter Masala,2025-01-21,07:28:00,Completed,225.66
18750,4810,125,Fried Rice,2025-04-26,11:04:00,Delivered,475.11
18751,1513,5,Veg Biryani,2024-05-25,12:18:00,Delivered,531.23
18752,1220,145,Burger,2025-06-26,22:10:00,Delivered,1451.75
18753,745,240,Idli,2025-01-06,09:07:00,Preparing,1195.27
18754,4918,146,Chicken Biryani,2024-04-15,13:50:00,Delivered,1238.41
18755,1468,126,Fried Rice,2024-01-19,03:06:00,Delivered,799.79
18756,504,268,Roll,2025-03-29,11:54:00,Delivered,882.19
18757,773,52,Roll,2024-09-19,13:30:00,Delivered,503.04
18758,2825,159,Pasta,2024-06-06,05:35:00,Delivered,878.28
18759,3675,175,Thali,2024-09-04,04:10:00,Completed,1029.46
18760,1223,200,Chicken Biryani,2024-11-09,10:44:00,Completed,1289.6
18761,1289,34,Noodles,2024-01-29,13:45:00,Completed,246.74
18762,3900,138,Pizza,2024-03-08,23:09:00,Delivered,1227.56
18763,706,165,Momos,2025-06-06,06:44:00,Completed,875.75
18764,2631,145,Paneer Butter Masala,2024-01-05,13:11:00,Delivered,695.05
18765,4289,277,Momos,2024-02-16,16:40:00,Completed,341.25
18766,3766,291,Noodles,2024-10-20,17:34:00,Completed,268.51
18767,4151,232,Veg Biryani,2025-01-05,11:24:00,Delivered,1325.56
18768,253,42,Roll,2024-11-22,02:12:00,Delivered,695.39
18769,922,216,Fried Rice,2024-06-12,04:04:00,Completed,1209.68
18770,1373,262,Veg Biryani,2025-06-19,06:50:00,Delivered,959.63
18771,2464,240,Momos,2024-05-12,03:20:00,Completed,792.49
18772,1522,56,Chicken Biryani,2024-10-21,11:10:00,Completed,1315.73
18773,1280,149,Dosa,2025-05-08,13:24:00,Preparing,597.44
18774,228,230,Sandwich,2024-09-15,10:26:00,Delivered,911.64
18775,863,220,Burger,2024-05-16,14:16:00,Delivered,130.1
18776,2141,169,Chicken Biryani,2024-02-26,21:14:00,Completed,803.71
18777,4991,232,Paneer Butter Masala,2025-04-17,09:50:00,Delivered,486.09
18778,1330,188,Pizza,2024-08-26,14:38:00,Delivered,1043.56
18779,4204,18,Pasta,2024-09-17,11:35:00,Delivered,1010.37
18780,1537,150,Fried Rice,2024-06-16,12:05:00,Delivered,276.47
18781,702,298,Momos,2024-02-13,13:27:00,Delivered,348.21
18782,2856,140,Noodles,2025-05-08,18:35:00,Delivered,1000.56
18783,1376,83,Sandwich,2025-06-05,19:51:00,Completed,1153.91
18784,4785,108,Salad,2024-04-20,20:04:00,Cancelled,639.16
18785,1710,7,Momos,2024-02-23,13:40:00,Delivered,280.9
18786,4347,230,Salad,2024-04-03,19:05:00,Delivered,993.06
18787,3456,229,Burger,2025-03-06,05:53:00,Completed,1432.91
18788,3825,131,Pasta,2025-06-10,16:36:00,Delivered,846.35
18789,2759,241,Idli,2024-07-13,02:40:00,Delivered,210.96
18790,548,257,Roll,2025-04-06,12:45:00,Preparing,1389.69
18791,4645,19,Fried Rice,2025-01-24,16:23:00,Delivered,958.01
18792,2531,227,Fried Rice,2024-07-10,01:33:00,Delivered,1339.18
18793,3673,160,Dosa,2024-08-22,03:28:00,Delivered,1477.85
18794,1640,167,Veg Biryani,2025-04-11,08:50:00,Delivered,1304.34
18795,3681,112,Pizza,2024-10-23,21:43:00,Delivered,586.74
18796,3370,46,Sandwich,2025-02-14,16:02:00,Completed,291.47
18797,1956,28,Veg Biryani,2024-02-24,12:16:00,Completed,1433.14
18798,3616,105,Salad,2024-07-08,12:07:00,Preparing,545.29
18799,4729,124,Dosa,2025-04-22,21:41:00,Preparing,956.79
18800,1005,20,Dosa,2025-03-16,01:28:00,Preparing,712.83
18801,3047,161,Momos,2024-09-17,09:20:00,Delivered,938.97
18802,4819,191,Sandwich,2024-02-22,08:18:00,Delivered,1417.53
18803,2706,119,Idli,2025-05-28,23:47:00,Delivered,1322.2
18804,4803,55,Idli,2024-06-10,21:14:00,Delivered,179.73
18805,4423,220,Pasta,2024-02-12,23:36:00,Completed,253.9
18806,3935,164,Burger,2025-05-17,19:19:00,Completed,1068.71
18807,2520,184,Paneer Butter Masala,2025-03-04,02:02:00,Delivered,371.42
18808,818,274,Momos,2025-06-21,17:48:00,Cancelled,902.44
18809,2741,209,Chicken Biryani,2024-03-08,16:38:00,Completed,896.92
18810,123,218,Paneer Butter Masala,2024-04-30,08:26:00,Completed,164.66
18811,655,195,Pizza,2024-10-01,00:41:00,Cancelled,940.26
18812,1782,9,Thali,2025-04-14,09:31:00,Delivered,1378.58
18813,3164,160,Chicken Biryani,2025-02-16,21:30:00,Delivered,370.69
18814,1700,195,Thali,2024-08-09,19:51:00,Delivered,633.16
18815,4836,115,Fried Rice,2024-11-29,16:51:00,Delivered,847.73
18816,1723,177,Burger,2025-01-12,04:36:00,Completed,1411.2
18817,4366,194,Fried Rice,2024-07-29,13:33:00,Completed,1121.18
18818,667,234,Salad,2024-06-09,01:47:00,Delivered,332.21
18819,3842,25,Burger,2025-01-26,07:46:00,Cancelled,992.44
18820,1774,242,Salad,2024-10-22,04:08:00,Delivered,414.37
18821,2146,161,Sandwich,2025-01-28,10:47:00,Cancelled,899.57
18822,1673,140,Roll,2024-10-28,02:57:00,Delivered,403.91
18823,773,49,Paneer Butter Masala,2024-06-05,08:00:00,Delivered,590.72
18824,1141,96,Momos,2024-01-17,09:45:00,Delivered,1028.33
18825,2334,71,Burger,2024-05-24,05:33:00,Cancelled,526.38
18826,3829,43,Idli,2024-10-25,18:44:00,Cancelled,346.45
18827,2523,97,Roll,2024-07-19,18:43:00,Delivered,371.21
18828,4379,262,Momos,2025-01-26,03:30:00,Delivered,1032.23
18829,1197,68,Dosa,2025-06-25,08:52:00,Delivered,615.99
18830,4983,238,Idli,2024-05-01,01:55:00,Delivered,153.28
18831,1133,275,Momos,2024-04-25,14:32:00,Delivered,866.21
18832,3123,178,Thali,2024-05-13,04:21:00,Delivered,1259.55
18833,953,103,Salad,2024-09-03,04:19:00,Delivered,649.64
18834,1251,157,Momos,2025-05-27,21:17:00,Cancelled,843.17
18835,3152,104,Pizza,2024-11-18,19:20:00,Delivered,729.74
18836,4005,55,Roll,2025-01-26,19:41:00,Delivered,317.85
18837,1614,228,Dosa,2024-03-30,08:01:00,Delivered,527.17
18838,2361,154,Pasta,2025-03-13,17:04:00,Completed,513.39
18839,1461,85,Noodles,2025-05-14,04:01:00,Delivered,346.41
18840,4994,244,Noodles,2025-02-11,07:29:00,Delivered,1468.85
18841,4418,163,Dosa,2025-05-31,09:18:00,Delivered,857.84
18842,3816,111,Momos,2024-08-27,19:26:00,Delivered,242.69
18843,188,216,Pasta,2024-11-24,20:02:00,Completed,1127.87
18844,3086,239,Chicken Biryani,2024-10-12,20:17:00,Delivered,432.61
18845,2373,197,Veg Biryani,2025-02-11,09:38:00,Completed,1479.38
18846,1542,4,Thali,2025-05-02,20:49:00,Completed,946.84
18847,1250,292,Noodles,2025-05-01,04:07:00,Delivered,666.42
18848,1313,25,Noodles,2024-07-11,06:03:00,Delivered,1152.76
18849,2244,169,Sandwich,2024-12-15,18:12:00,Delivered,1020.3
18850,4472,50,Dosa,2024-10-13,02:38:00,Preparing,711.83
18851,3137,119,Sandwich,2024-06-20,22:39:00,Delivered,662.18
18852,4559,74,Roll,2025-06-03,21:27:00,Completed,884.38
18853,4798,185,Paneer Butter Masala,2024-07-13,13:21:00,Delivered,875.47
18854,4404,59,Idli,2024-12-19,05:13:00,Completed,297.13
18855,3487,141,Chicken Biryani,2024-10-15,13:19:00,Completed,615.72
18856,1043,52,Roll,2024-12-10,04:33:00,Completed,135.78
18857,794,102,Noodles,2025-01-03,18:23:00,Delivered,1121.82
18858,1513,273,Noodles,2025-03-18,08:29:00,Completed,203.89
18859,2489,252,Fried Rice,2025-04-06,13:45:00,Delivered,347.76
18860,308,258,Dosa,2024-08-20,06:29:00,Completed,934.08
18861,3292,234,Fried Rice,2024-10-28,21:25:00,Delivered,385.18
18862,4843,67,Pasta,2025-06-06,02:31:00,Delivered,663.27
18863,1534,22,Burger,2025-06-10,11:41:00,Completed,1204.36
18864,3045,86,Veg Biryani,2025-03-05,06:39:00,Delivered,325.52
18865,4427,63,Chicken Biryani,2024-06-20,06:57:00,Delivered,766.97
18866,1489,139,Veg Biryani,2025-02-06,13:50:00,Delivered,147.26
18867,1125,258,Chicken Biryani,2024-12-05,05:24:00,Completed,548.16
18868,1384,121,Pizza,2025-06-18,22:42:00,Delivered,921.75
18869,3224,77,Fried Rice,2024-12-18,10:38:00,Completed,582.47
18870,3142,233,Pasta,2024-09-17,14:41:00,Delivered,1010.28
18871,627,271,Thali,2024-01-28,02:53:00,Preparing,1284.68
18872,777,32,Paneer Butter Masala,2025-02-13,16:00:00,Completed,657.85
18873,3904,91,Fried Rice,2024-11-11,04:57:00,Completed,519.7
18874,1516,179,Sandwich,2024-01-01,01:43:00,Delivered,658.76
18875,4398,75,Fried Rice,2024-07-06,07:33:00,Delivered,221.3
18876,2338,88,Pasta,2025-01-26,12:13:00,Delivered,1281.64
18877,1501,228,Sandwich,2024-05-29,04:01:00,Completed,448.37
18878,4835,60,Momos,2024-09-30,13:35:00,Delivered,597.11
18879,4796,180,Paneer Butter Masala,2024-01-05,00:16:00,Completed,544.32
18880,2430,213,Fried Rice,2024-02-22,08:13:00,Delivered,708.7
18881,4333,158,Burger,2024-09-24,03:04:00,Delivered,885.04
18882,3235,122,Paneer Butter Masala,2024-02-22,22:05:00,Delivered,468.05
18883,3436,72,Veg Biryani,2024-09-01,16:01:00,Delivered,1347.08
18884,221,23,Burger,2024-07-22,18:14:00,Delivered,1055.51
18885,3101,192,Fried Rice,2024-05-01,20:45:00,Delivered,995.93
18886,3387,27,Salad,2025-05-21,05:00:00,Delivered,1261.24
18887,217,220,Dosa,2025-01-02,05:41:00,Completed,984.11
18888,2217,257,Salad,2025-05-05,04:54:00,Delivered,870.24
18889,1861,236,Idli,2024-08-27,18:50:00,Preparing,1435.17
18890,2718,185,Fried Rice,2025-01-30,06:44:00,Delivered,632.93
18891,537,244,Chicken Biryani,2025-01-19,01:28:00,Completed,1463.23
18892,4581,169,Sandwich,2024-05-29,20:44:00,Delivered,205.15
18893,3013,251,Fried Rice,2024-01-10,10:48:00,Completed,1339.95
18894,4683,257,Fried Rice,2025-03-21,02:05:00,Delivered,219.33
18895,2936,73,Burger,2025-02-22,20:48:00,Completed,138.65
18896,3854,250,Dosa,2024-08-24,17:51:00,Delivered,1122.86
18897,2879,2,Idli,2024-11-14,00:33:00,Delivered,814.31
18898,1798,145,Thali,2024-07-25,02:55:00,Completed,1088.01
18899,3606,133,Idli,2025-06-28,13:08:00,Delivered,190.7
18900,1434,260,Roll,2025-02-08,01:05:00,Delivered,1424.47
18901,1505,175,Sandwich,2024-03-07,05:44:00,Delivered,1101.48
18902,2381,204,Sandwich,2024-11-24,01:09:00,Completed,814.23
18903,1498,208,Dosa,2024-11-21,19:36:00,Delivered,1456.27
18904,3986,242,Idli,2024-07-16,18:12:00,Delivered,544.87
18905,841,140,Salad,2024-09-26,20:13:00,Delivered,239.52
18906,3159,173,Veg Biryani,2024-05-10,19:48:00,Cancelled,295.93
18907,562,10,Paneer Butter Masala,2025-01-05,10:26:00,Delivered,622.76
18908,860,33,Sandwich,2024-03-28,05:21:00,Cancelled,1493.03
18909,2081,113,Fried Rice,2024-05-22,20:48:00,Delivered,739.15
18910,625,174,Noodles,2025-02-24,16:09:00,Delivered,330.92
18911,2575,205,Paneer Butter Masala,2024-02-11,20:36:00,Delivered,719.93
18912,385,25,Fried Rice,2025-04-18,04:30:00,Delivered,149.39
18913,1978,7,Thali,2025-02-25,21:35:00,Delivered,798.78
18914,1584,147,Veg Biryani,2024-04-02,06:38:00,Completed,1096.72
18915,1963,68,Noodles,2024-03-30,10:49:00,Delivered,865.02
18916,1032,160,Roll,2024-09-04,06:39:00,Delivered,1193.97
18917,4868,22,Noodles,2025-02-18,02:04:00,Preparing,887.76
18918,97,15,Pizza,2025-01-19,02:41:00,Delivered,1045.69
18919,1729,188,Salad,2024-09-06,01:14:00,Delivered,579.42
18920,50,220,Thali,2024-07-09,01:55:00,Completed,1382.58
18921,2477,172,Pasta,2024-08-20,08:07:00,Delivered,509.01
18922,3202,242,Burger,2024-10-04,02:16:00,Delivered,414.7
18923,3055,16,Chicken Biryani,2024-06-06,10:18:00,Delivered,548.75
18924,2571,245,Sandwich,2025-03-08,19:17:00,Delivered,471.36
18925,3522,286,Chicken Biryani,2025-03-20,03:33:00,Delivered,831.73
18926,1742,145,Veg Biryani,2025-02-19,20:51:00,Cancelled,391.35
18927,970,75,Idli,2025-01-02,08:22:00,Delivered,1060.0
18928,4792,284,Sandwich,2024-04-30,11:36:00,Completed,831.33
18929,2306,186,Pasta,2024-09-19,14:02:00,Delivered,468.0
18930,3717,95,Noodles,2024-03-27,09:13:00,Delivered,881.72
18931,3664,292,Dosa,2024-12-07,21:27:00,Completed,1491.29
18932,873,234,Pasta,2025-01-09,23:50:00,Completed,1035.29
18933,4781,220,Sandwich,2024-09-09,02:36:00,Delivered,361.32
18934,3426,106,Idli,2024-06-22,00:18:00,Delivered,659.05
18935,2768,176,Salad,2024-04-03,20:48:00,Completed,1080.24
18936,4618,72,Sandwich,2024-03-09,02:03:00,Completed,851.72
18937,2619,50,Salad,2024-11-03,14:20:00,Delivered,1447.39
18938,4697,22,Fried Rice,2024-11-09,11:16:00,Delivered,1430.01
18939,847,249,Burger,2024-12-14,11:40:00,Completed,499.52
18940,4736,285,Idli,2024-01-07,10:19:00,Delivered,1199.6
18941,1798,47,Sandwich,2024-08-29,03:13:00,Preparing,509.43
18942,2302,183,Chicken Biryani,2025-03-04,10:47:00,Completed,1176.94
18943,2147,113,Fried Rice,2025-01-28,14:17:00,Preparing,354.0
18944,3162,147,Pasta,2025-05-19,00:49:00,Delivered,987.6
18945,961,236,Momos,2024-01-24,22:33:00,Delivered,446.72
18946,3722,290,Salad,2024-08-21,12:15:00,Completed,561.45
18947,392,205,Noodles,2024-07-19,11:10:00,Completed,433.18
18948,4474,107,Sandwich,2025-02-02,01:21:00,Delivered,1121.21
18949,2860,26,Paneer Butter Masala,2025-01-06,00:01:00,Delivered,1064.99
18950,4100,106,Thali,2025-06-05,12:25:00,Completed,469.89
18951,3778,103,Burger,2024-03-30,18:57:00,Completed,1149.41
18952,431,2,Momos,2025-05-21,17:31:00,Completed,542.01
18953,1723,144,Pizza,2024-07-03,17:09:00,Delivered,1195.13
18954,1098,81,Paneer Butter Masala,2024-06-23,01:22:00,Delivered,1495.77
18955,2338,3,Veg Biryani,2025-01-16,09:27:00,Completed,531.53
18956,2147,30,Fried Rice,2024-10-03,00:47:00,Delivered,332.0
18957,3055,102,Noodles,2024-12-13,11:43:00,Delivered,382.6
18958,2369,169,Veg Biryani,2024-03-12,08:52:00,Delivered,1126.65
18959,606,265,Noodles,2024-01-10,04:30:00,Completed,870.76
18960,3385,16,Roll,2025-03-13,17:25:00,Completed,949.89
18961,2756,34,Salad,2024-07-07,20:18:00,Delivered,655.69
18962,1651,242,Pasta,2024-02-21,20:07:00,Completed,1285.32
18963,1952,129,Momos,2024-05-25,18:16:00,Delivered,1353.91
18964,864,133,Pasta,2025-05-19,14:18:00,Delivered,302.01
18965,2071,6,Pizza,2024-10-21,05:41:00,Delivered,959.86
18966,2810,145,Thali,2024-09-09,18:48:00,Delivered,789.82
18967,2355,209,Paneer Butter Masala,2024-06-15,11:56:00,Delivered,1426.42
18968,1245,216,Pizza,2025-01-29,15:54:00,Preparing,1020.18
18969,4969,8,Idli,2024-01-18,14:19:00,Delivered,468.36
18970,1733,252,Sandwich,2025-01-10,22:59:00,Delivered,628.01
18971,4810,283,Burger,2025-01-18,10:04:00,Delivered,745.56
18972,2040,203,Idli,2024-11-24,05:21:00,Preparing,1269.22
18973,696,169,Burger,2024-06-02,16:09:00,Delivered,658.5
18974,4127,148,Dosa,2024-05-10,15:30:00,Completed,806.7
18975,1665,226,Idli,2024-03-26,05:21:00,Completed,334.15
18976,4968,43,Dosa,2024-12-13,04:08:00,Delivered,418.66
18977,301,168,Noodles,2024-12-28,07:25:00,Completed,611.14
18978,4905,36,Salad,2024-12-28,23:39:00,Completed,1165.6
18979,4886,283,Roll,2024-02-09,20:58:00,Delivered,733.48
18980,3035,276,Fried Rice,2025-02-10,20:28:00,Delivered,1310.84
18981,4984,78,Veg Biryani,2024-05-31,22:20:00,Delivered,1071.14
18982,2077,59,Fried Rice,2024-03-25,18:16:00,Delivered,575.02
18983,1437,258,Pizza,2024-08-22,06:46:00,Delivered,791.91
18984,3534,48,Roll,2024-04-20,00:21:00,Completed,307.37
18985,768,9,Idli,2025-05-11,03:50:00,Completed,1058.07
18986,1688,260,Thali,2024-08-26,14:43:00,Delivered,463.04
18987,2288,184,Sandwich,2024-05-20,12:20:00,Delivered,561.91
18988,2649,298,Roll,2024-01-27,13:33:00,Completed,318.79
18989,2196,110,Roll,2024-12-19,19:28:00,Delivered,907.68
18990,2573,3,Momos,2025-05-12,22:54:00,Delivered,1196.03
18991,2790,161,Burger,2024-04-16,09:13:00,Delivered,646.06
18992,3793,202,Chicken Biryani,2024-09-21,10:19:00,Delivered,1497.44
18993,3538,99,Fried Rice,2025-04-22,16:52:00,Completed,879.32
18994,903,176,Momos,2025-03-14,18:26:00,Delivered,1097.51
18995,4090,296,Paneer Butter Masala,2025-06-20,20:11:00,Delivered,1387.58
18996,2155,85,Burger,2024-11-18,16:33:00,Delivered,527.38
18997,3251,230,Veg Biryani,2024-04-17,04:26:00,Delivered,871.72
18998,4906,89,Roll,2025-01-15,08:39:00,Completed,759.88
18999,2433,78,Fried Rice,2024-04-23,21:41:00,Delivered,504.2
19000,573,217,Salad,2025-06-01,01:45:00,Completed,1342.66
19001,3847,100,Veg Biryani,2024-09-16,01:14:00,Completed,1221.79
19002,3984,144,Sandwich,2024-09-05,12:02:00,Completed,1389.55
19003,489,196,Dosa,2025-02-17,21:14:00,Delivered,397.28
19004,1981,129,Burger,2025-04-05,17:33:00,Delivered,558.04
19005,557,279,Idli,2024-03-25,14:49:00,Delivered,550.56
19006,4009,279,Noodles,2025-06-13,18:11:00,Delivered,921.33
19007,4686,4,Pasta,2025-04-11,17:17:00,Delivered,1495.7
19008,1049,12,Veg Biryani,2024-04-23,12:53:00,Delivered,424.77
19009,4320,49,Chicken Biryani,2024-02-24,18:37:00,Cancelled,868.93
19010,3498,55,Paneer Butter Masala,2025-02-11,18:50:00,Completed,479.5
19011,3990,244,Burger,2024-05-19,11:51:00,Delivered,202.96
19012,2327,28,Pizza,2024-06-29,09:18:00,Delivered,1156.38
19013,3719,300,Paneer Butter Masala,2024-01-20,13:19:00,Delivered,614.2
19014,4617,190,Sandwich,2025-01-09,13:12:00,Delivered,526.5
19015,4127,147,Idli,2024-01-03,11:23:00,Delivered,1221.73
19016,4750,300,Thali,2025-02-05,07:20:00,Delivered,747.88
19017,2111,139,Sandwich,2025-06-03,19:38:00,Completed,1294.18
19018,2948,214,Chicken Biryani,2024-09-22,15:31:00,Delivered,1333.27
19019,552,150,Chicken Biryani,2024-03-19,06:50:00,Delivered,213.26
19020,33,122,Veg Biryani,2024-12-11,23:03:00,Delivered,1341.23
19021,3485,58,Paneer Butter Masala,2025-05-31,21:34:00,Delivered,732.75
19022,3288,210,Roll,2024-09-03,09:22:00,Completed,609.92
19023,4928,291,Sandwich,2024-08-03,20:59:00,Delivered,954.17
19024,3544,75,Salad,2024-04-18,01:46:00,Cancelled,395.98
19025,1516,114,Fried Rice,2025-02-24,14:33:00,Delivered,914.49
19026,656,7,Idli,2024-01-17,08:58:00,Delivered,1084.52
19027,1448,60,Fried Rice,2025-01-13,07:26:00,Delivered,1006.59
19028,4338,291,Chicken Biryani,2024-03-24,12:17:00,Cancelled,1089.28
19029,3539,199,Burger,2024-03-13,04:17:00,Delivered,204.71
19030,3322,12,Salad,2024-01-07,22:04:00,Delivered,1438.92
19031,2877,19,Burger,2024-07-07,21:23:00,Completed,1395.15
19032,4944,184,Pasta,2024-05-10,08:55:00,Completed,1495.04
19033,381,168,Burger,2025-03-19,09:14:00,Completed,1294.63
19034,440,93,Pasta,2025-06-20,01:44:00,Delivered,605.02
19035,2996,27,Momos,2024-06-11,09:47:00,Completed,1010.33
19036,1277,201,Pasta,2024-07-31,02:19:00,Delivered,602.46
19037,1395,188,Pizza,2024-01-10,16:46:00,Delivered,1431.03
19038,1443,169,Pizza,2025-06-01,16:35:00,Completed,1233.96
19039,1517,102,Dosa,2024-06-07,12:07:00,Delivered,948.96
19040,2219,35,Paneer Butter Masala,2024-02-05,08:40:00,Completed,630.75
19041,2559,193,Chicken Biryani,2024-06-21,03:57:00,Completed,1284.12
19042,4879,217,Fried Rice,2024-11-10,16:02:00,Delivered,1376.45
19043,2069,144,Veg Biryani,2024-06-10,12:51:00,Delivered,1180.53
19044,501,38,Pizza,2024-06-13,06:37:00,Delivered,965.06
19045,2127,103,Fried Rice,2025-06-13,14:16:00,Delivered,1242.87
19046,4330,29,Veg Biryani,2024-03-16,03:57:00,Cancelled,1302.05
19047,1431,170,Noodles,2024-07-26,12:59:00,Delivered,1230.48
19048,1262,246,Fried Rice,2025-02-27,06:15:00,Completed,1256.59
19049,1512,11,Burger,2024-09-13,05:42:00,Delivered,714.29
19050,3081,148,Thali,2024-09-25,19:48:00,Completed,700.87
19051,901,204,Sandwich,2024-04-05,17:42:00,Completed,181.04
19052,4331,52,Paneer Butter Masala,2024-05-23,23:26:00,Delivered,1258.3
19053,845,57,Veg Biryani,2025-02-20,04:57:00,Delivered,1103.22
19054,2978,78,Burger,2024-08-02,02:05:00,Delivered,1354.45
19055,4467,10,Momos,2024-12-20,23:42:00,Completed,368.31
19056,2766,118,Pizza,2024-10-07,05:58:00,Delivered,265.14
19057,548,296,Thali,2025-03-12,04:06:00,Delivered,1201.35
19058,2681,145,Thali,2024-03-20,22:20:00,Delivered,1475.38
19059,3307,9,Idli,2024-07-20,07:20:00,Delivered,138.06
19060,3486,205,Roll,2024-06-29,16:08:00,Completed,1209.29
19061,2854,10,Noodles,2024-05-13,22:01:00,Completed,857.16
19062,3675,295,Salad,2024-08-12,21:24:00,Cancelled,156.12
19063,295,116,Idli,2024-03-13,08:27:00,Delivered,1179.48
19064,4091,25,Roll,2024-05-07,17:45:00,Completed,1119.71
19065,3209,131,Dosa,2024-02-10,10:36:00,Delivered,1327.43
19066,3415,33,Veg Biryani,2024-05-15,16:57:00,Delivered,239.48
19067,4557,194,Thali,2025-02-11,09:18:00,Delivered,1424.05
19068,2091,28,Fried Rice,2024-11-02,03:55:00,Delivered,1380.98
19069,2416,11,Roll,2025-03-25,23:38:00,Delivered,979.59
19070,1749,147,Chicken Biryani,2025-02-11,08:00:00,Completed,434.63
19071,4782,298,Idli,2024-10-25,13:47:00,Cancelled,1473.72
19072,4292,93,Noodles,2024-09-15,20:56:00,Delivered,318.04
19073,1965,251,Thali,2024-12-01,11:09:00,Completed,381.17
19074,3340,16,Chicken Biryani,2024-08-23,04:25:00,Delivered,1133.47
19075,1988,186,Paneer Butter Masala,2024-10-19,01:04:00,Delivered,1240.16
19076,4080,42,Sandwich,2024-09-13,13:20:00,Delivered,561.9
19077,547,229,Pasta,2025-05-07,04:52:00,Delivered,154.79
19078,2037,19,Idli,2024-01-20,13:50:00,Delivered,372.58
19079,4927,187,Salad,2024-04-14,23:17:00,Completed,122.79
19080,3168,1,Paneer Butter Masala,2024-03-19,20:13:00,Completed,1217.69
19081,4794,285,Fried Rice,2024-07-14,18:44:00,Completed,1038.74
19082,4951,231,Noodles,2024-03-03,14:46:00,Delivered,1158.34
19083,1605,9,Fried Rice,2024-04-03,11:27:00,Delivered,856.85
19084,365,139,Fried Rice,2024-09-25,00:29:00,Completed,1289.91
19085,2501,17,Sandwich,2024-04-15,23:29:00,Delivered,301.09
19086,4983,204,Sandwich,2024-12-13,20:11:00,Delivered,1474.11
19087,808,43,Sandwich,2024-01-12,04:59:00,Delivered,1132.39
19088,3334,141,Burger,2024-01-19,00:38:00,Delivered,1495.39
19089,1796,50,Thali,2024-04-23,02:06:00,Preparing,326.07
19090,3139,285,Idli,2024-04-22,10:32:00,Completed,826.72
19091,2456,203,Sandwich,2024-08-09,16:18:00,Completed,288.29
19092,4217,105,Idli,2025-01-13,08:16:00,Delivered,842.01
19093,4802,59,Noodles,2025-02-22,06:24:00,Delivered,452.11
19094,1513,264,Roll,2025-06-25,09:03:00,Delivered,1187.41
19095,1325,270,Salad,2025-01-02,21:25:00,Delivered,1446.21
19096,2271,252,Paneer Butter Masala,2025-02-09,23:25:00,Delivered,630.28
19097,3229,238,Pizza,2024-02-06,21:57:00,Delivered,656.74
19098,4818,203,Dosa,2025-02-14,01:44:00,Completed,491.22
19099,1406,99,Fried Rice,2025-04-09,22:47:00,Completed,1359.36
19100,921,216,Idli,2025-01-02,12:17:00,Preparing,1090.35
